source,target
1398,A0A0S2Z3Q4
1398,L7RT18
140,P0DMS8
140,A0A0J9YWR0
140,H6VQ59
1400,E9PD68
1400,Q14194
1400,X5DNI1
1400,B3KT07
1400,B3KV96
1400,Q96I11
1404,A0A024RAK9
1404,P10915
140459,F6TX30
140459,Q9NWX5
140462,A0A024RBW2
140462,A0A024RBW7
140462,A0A024RBZ4
140462,Q96DX5
140545,A0A024RD87
140545,G5E940
140545,Q9H0A6
140578,A0A0C4DFS2
140578,Q9H9P2
1415,P43320
1415,R4UMM2
1427,A0A140CTX8
1427,P22914
1428,Q14894
1432,Q16539
1432,A0A024RD15
1432,B4E0K5
1432,L7RSM2
1280,P02458
1286,P53420
1297,P20849
1299,Q14050
130,P28332
130,Q8IUN7
1300,A0A650AXN9
1300,Q03692
1302,A0A0C4DFS1
1302,H0YIS1
1302,P13942
1302,Q4VXY6
1312,P21964
1312,A0A140VJG8
1317,A0A024R824
1317,O15431
1318,O15432
1318,Q53X94
1339,Q02221
1347,P14406
1347,H0UI06
135138,Q96M98
1352,Q12887
1353,B4DI26
1353,Q9Y6N1
1353,B4DEY8
1355,Q7KZN9
1355,B4DQM2
1356,P00450
1356,A5PL27
1357,P15085
1358,P48052
1359,P15088
1360,P15086
1361,Q96IY4
1361,A0A087WSY5
1365,O15551
1365,Q75L79
1369,P15169
1370,P22792
1373,A0A024R454
1373,P31327
1373,Q6PEK7
137392,A1XBS5
1374,P50416
1374,A0A024R5F4
1374,B2RAQ8
1374,Q8WZ48
1375,Q92523
1375,A0A024R4W7
1375,A5PLL0
1375,Q53FV7
1376,P23786
1376,A0A140VK13
1376,A0A1B0GTB8
138162,Q5BN46
1384,P43155
1387,Q92793
1388,A0A1U9X796
1388,Q99941
1388,Q6AZW6
1389,O60519
1390,Q03060
139081,Q8TD91
139322,Q6UXV4
1395,Q13324
1395,A0A090N7T4
1401,P02741
140461,F5GYF0
140461,Q9H765
140465,A0A024RB31
140465,P14649
1407,A2I2P0
1407,Q16526
140801,Q96L21
140883,A0A0D9SEJ8
140883,Q86YH2
140883,B3KUN2
1409,P02489
1412,A0A024R429
1412,P53672
1413,A0A097PIJ6
1413,P53673
142684,Q8WXH6
1429,Q08257
143244,Q6IS14
1434,A0A384NKW7
1434,P55060
1438,P15509
1439,P32927
1439,Q6NSJ8
1440,P09919
1440,Q6FH65
1440,Q8N4W3
1441,Q99062
144195,Q8TDB8
1442,A8K6C2
1442,P0DML2
1442,P0DML3
1443,A0A0M6L0F6
1443,A6NIT4
1443,B1A4H9
1443,P0DML3
1444,A0A0B4J1R0
1444,I6L999
1444,Q14406
1444,A0A384N655
144404,A0PK00
144406,Q8TBY9
1445,P41240
1445,B2R6Q4
1445,A8K3B6
1446,P47710
1455,P78368
1459,P19784
1459,H3BNI9
146,P25100
146,B0ZBE0
1460,P67870
1460,N0E4C7
1460,A0A1U9X7J2
146227,Q3B7T3
1463,A0A024R7M3
1463,O14594
1463,Q4LE67
1464,Q6UVK1
1469,P01037
147339,Q96B23
1474,Q15828
1475,P01040
1477,Q05048
1479,Q12996
1482,A0A0S2Z383
1482,A0A0S2Z3K2
1482,E5RH49
1482,P52952
1486,Q01459
1486,Q8TC97
148753,Q96GL9
149111,Q8TBE1
1496,F6KRI5
1496,P26232
1496,Q49AD3
149986,Q9BX40
1501,B4DRK2
1501,E7EPC8
1501,Q9UQB3
1501,B4DJU1
150726,Q8TF61
1510,P14091
1510,A0A7P0MPN9
1510,B4DNU8
151050,A0AUZ9
1511,P08311
1514,P07711
1514,A0A024R276
1514,Q9HBQ7
1515,O60911
1515,A0A024R141
1515,B2R717
152,P18825
152,Q4W594
152015,A0A140VKG6
152015,Q9BZX4
1521,P56202
152185,Q8N0Z3
1524,P49238
153,P08588
1534,J3QRH5
1534,P49447
1534,B3KTA1
1536,P04839
1536,A0A0S2Z3S6
1540,A0A024R6T1
1540,Q9NQC7
1543,P04798
1543,A0N0X8
1543,E7EMT5
1435,P09603
1435,A0A024R0A1
1447,P05814
1447,W5RWE1
1448,P07498
145389,Q8IZM9
145389,A0A024R671
1457,P68400
145781,H8Y6P7
145781,P0CAP1
146542,A0A024QZB6
146542,A0A0S2Z633
146542,P0C7X2
146562,Q8IYS4
1468,A0A0S2Z382
1468,A0A0S2Z3G3
1468,F6RGN5
1468,Q9UBX3
1468,B4E1E9
1470,P09228
147166,Q309B1
1472,P01036
1473,P28325
1476,P04080
1476,Q76LA1
1478,E7EWR4
1478,P33240
1478,B3V096
1478,B4DUD5
148,P35348
148,B0ZBD3
148066,Q8WWF5
148229,O60423
1485,P78358
1491,P32929
1497,A0A0S2Z3I9
1497,A0A0S2Z3K3
1497,I3L4A9
1497,O60931
150160,Q96SF2
1503,B4E1E0
1503,P17812
1504,P17538
1506,P40313
1506,A0A024R6Z5
1508,P07858
1508,A0A024R374
1508,B4DMY4
1508,Q5HYG5
1509,P07339
1509,V9HWI3
151011,B5ME97
151011,E7EW69
151011,Q9P0V9
151011,B7Z277
151011,B7Z371
151011,Q9H9P7
151011,Q59H84
1512,P09668
1512,E9PKT6
151313,Q6P2I3
151313,B4DHE4
152559,Q6TCH7
1527,O15482
1528,P00167
1528,A0A384ME44
1537,P08574
1538,A0A087WXC8
1538,P35663
1538,Q6PEK4
1539,A0A024R146
1539,Q14093
1539,Q6PEJ5
1544,P05177
154796,Q4VCS5
1548,P11509
1549,F8W816
1549,P20853
1551,P24462
1553,Q16696
1555,P20813
156,P25098
156,A0A0S2Z392
157,P35626
157,A0A024R1D8
157,Q8N433
157680,Q7Z7G8
157869,Q8IVN8
157922,A0A384NY94
157922,Q5T5Y3
1583,P05108
1583,A0A0S2Z3R3
1584,P15538
1584,Q8TDD0
158471,A0A088AWP5
158471,Q5JUB8
158471,Q8WUY3
158471,D6RTK6
158471,B4DJW7
158471,B4DSQ3
158471,G8XWS8
158747,Q8NHP6
158747,R4GMN1
1588,P11511
1588,A0A024R5S8
1588,A8K6W3
1588,Q05CU4
1588,Q8IYG4
1588,Q8TCA4
1591,Q07973
159963,Q1EHB4
1600,O75553
1601,A0A024R036
1601,P98082
1601,B2RAW0
1606,P23743
1606,A0A024RB23
1607,Q9Y6T7
161,O94973
1610,P14920
1610,A0A024RBI1
1612,P53355
1612,B4DHI4
1612,Q59H88
1613,O43293
1613,B3KNJ3
1617,A0A140VJH5
1617,Q9NQZ3
1620,O60477
1629,P11182
1629,A0A7P0T9W1
162972,Q7Z398
163131,A0A024R0P7
163131,Q9Y6R6
1633,P27707
1633,F5CTF3
163590,Q8NFQ8
163590,Q9H496
163590,A0A6B9D1Q5
1638,P40126
1641,A8K340
1641,O43602
1641,A0A7P0T9C5
1642,Q16531
1644,P20711
1644,A0A087WV24
1644,A0A0S2Z3N4
1644,Q53Y41
1649,P35638
1649,Q53YD1
1654,O00571
1654,A0A2R8Y7T2
1654,A0A2R8YFS5
1657,F5H269
1657,Q9Y485
1657,F1T0K4
1657,B2RWN7
166,Q08117
166,Q8WY48
1660,Q08211
1660,B3KU66
1663,Q96FC9
1663,Q2NKM7
1665,O43143
1667,P59665
1668,P59666
1668,Q6EZE9
1669,P12838
1670,Q01523
1671,Q01524
1672,P60022
167227,Q8IU60
1673,O15263
1690,A0A2U3TZE7
1690,O43405
170680,A0A1U9X9A6
170680,Q9UIG4
171017,Q8TF68
171017,A0A804HJE2
171023,Q498B9
171023,Q8IXJ9
171392,Q8TD23
171558,A0A087WTE9
171558,Q6ISU1
171558,Q6ZNR1
171586,J3KSP1
171586,J3KTE1
171586,Q8WU67
1719,P00374
1719,B0YJ76
1719,B4DM58
1725,P49366
1725,A0A024R7D0
1725,A0A024R7E9
1729,O60610
1729,A0A2R8Y5N1
1729,Q6URC4
1734,Q92813
1734,A8K845
1557,P33261
1558,P10632
1558,B7Z1F5
1559,P11712
1559,S5RV20
1562,P33260
1562,Q7Z348
1565,P10635
1565,C1ID52
1565,Q5Y7H2
1571,P05181
1573,P51589
1576,P08684
1576,Q6GRK0
1577,P20815
1577,B7Z3P6
1579,Q02928
158,A0A1B0GTG9
158,P30566
158,X5D8S6
158,A0A7P0T8E4
158,A0A7P0Z472
158,X5D7W4
1580,P13584
1580,Q8IZB0
1580,B4DV41
1581,P22680
1585,P19099
158586,P98169
1586,P05093
1586,Q1HB44
1589,P08686
1589,Q16874
1589,Q08AG9
159163,Q15415
1592,O43174
1593,Q02318
1594,O15528
1595,Q16850
1602,Q9UI36
1604,B1AP13
1604,P08174
1616,A0A024RCS3
1616,Q9UER7
1616,B4E1C1
1616,Q53F85
1618,A0A140VK77
1618,Q92904
1621,P09172
163,A0A140VJE8
163,P63010
163,Q96EL6
1635,P32321
1636,P12821
1636,B4DKH4
164,A0A140VJE7
164,O43747
164,Q8IY97
164656,Q8IU80
1652,P30046
1652,Q53Y51
1662,Q13206
167,A0A0K0K1I1
167,P54107
1678,A0A2R8YDA8
1678,O60220
169522,Q8TDN2
170679,D2IYL0
170679,Q9UIG5
171546,Q969W0
1716,Q16854
1716,E5KSL5
1716,E5KSL6
1716,D6W5I0
1717,Q9UBM7
1717,A0A024R5F7
1723,Q02127
1728,P15559
1728,B4DLR8
1733,P49895
1733,A8K415
1737,P10515
1737,Q86YI5
1738,A0A024R713
1738,E9PEX6
1738,P09622
1739,A0A0C4DFT3
1739,A0A590UJ08
1739,Q12959
1739,B4DF78
1740,B7Z2T4
1740,Q15700
1742,P78352
1742,B7Z647
1742,B9EGL1
1742,B7Z4H2
1748,Q92988
1749,P56178
1749,Q53Y73
1759,Q05193
1759,B4DK06
1759,B7ZAC0
176,A0A5K1VW97
176,P16112
1763,P51530
1775,Q92874
1776,Q13609
1776,A0A024R365
178,P35573
178,A0A0S2A4E4
1780,A4D1I7
1780,O14576
1780,Q8N542
1783,A0A024R6Z0
1783,O43237
1783,Q63HJ8
1787,O14717
1787,Q6ICS7
1787,Q7Z3E4
1787,A0A0U1U562
1787,B4DQZ2
1791,P04053
1794,Q92608
1794,Q5XG91
1796,Q99704
1796,B4DJN1
1796,Q14CB2
1796,Q2TA81
1796,B3KP83
1801,Q9BZG8
1803,P27487
1807,Q14117
1810,Q01658
1810,Q658N3
1812,P21728
1813,P14416
1813,A0A024R3C5
1813,A0A024R3I6
1820,Q99856
1822,P54259
1822,Q86V38
1823,Q08554
1823,Q9HB00
1824,A0A3B3ISU0
1824,Q02487
1825,Q14574
1828,Q02413
1830,P32926
1833,A0A024RBC3
1833,Q99645
1837,A0A024RC32
1837,Q9Y4J8
1837,B7Z3X3
1841,P23919
1841,Q6FGU2
1841,Q53F55
1844,Q05923
1846,Q13115
185,P30556
185,A0A0A0MSE3
185,D3DNG8
185,Q53YY0
185,Q6NUP5
1850,Q13202
1852,Q99956
1852,B2RAL9
1852,Q6P9C2
1854,P33316
1854,A0A0C4DGL3
1854,H0YNW5
1857,Q92997
1857,Q9UG07
186,P50052
1861,O14656
1861,B3KPA1
1869,Q01094
1869,Q9BSD8
187,P35414
187,B2RDH3
187,B3KQN4
1874,Q16254
1880,P32249
1880,A0A024RDX2
1894,Q9H8V3
1902,Q92633
1902,Q5VZX0
1909,P25101
1910,P24530
1910,A0A024R638
1910,A0A024R645
1911,P78364
1911,Q6N083
1911,Q6GMQ3
192666,Q2M2I5
192670,Q9HCK5
192683,A0A0A8K8F5
192683,Q8TAC9
1741,Q92796
1741,Q59FY1
1755,A0A590UJ76
1755,Q9UGM3
1756,A0A0S2Z3B5
1756,A0A0S2Z3J7
1756,P11532
1756,Q4G0X0
1756,A7E212
1756,Q16484
1757,Q9UL12
1757,A8K596
1761,Q9Y5R6
1762,Q09019
1762,Q8WUW6
1768,Q9C0G6
177,Q15109
177,A0A1U9X785
177,B4DNX3
1770,Q9NYC9
1770,Q99499
1773,P24855
1774,P49184
1777,A0A024R7F4
1777,O00115
1789,Q9UBC3
1797,A0A024RCW8
1797,O77932
1800,P16444
1800,A0A140VJI3
1802,Q9BQC3
1802,B3KRB8
1811,P40879
1814,P35462
1814,E9PCM4
1814,X5D2G4
1814,A1A4V4
1814,A8K8E4
1816,P21918
1834,Q9NZW4
1838,E7EVB6
1838,E9PEY4
1838,O60941
1838,B7Z202
1838,B7Z6A9
1838,Q1I0L3
1839,Q99075
1845,P51452
1847,Q16690
1859,Q13627
1859,A0A2R8Y6I6
1889,P42892
1889,A0A024RAB0
1889,A0A024RAB2
1889,A1PUP8
189,P21549
1892,P30084
1893,A0A140VJI7
1893,Q16610
1896,A0A0U5J797
1896,Q92838
19,O95477
19,A0A7I2V5U0
19,B7XCW9
19,B2RUU2
190,P51843
190,F1D8P4
1906,P05305
1906,Q6FH53
1907,P20800
1908,P14138
1908,Q4FAT2
192286,A0A024R7Q3
192286,Q9BW72
1943,O43921
1949,Q15768
1950,P01133
1951,Q9NYQ7
1956,P00533
1956,E9PFD7
1956,Q504U8
1956,F2YGG7
1956,E7BSV0
1956,B7Z2I3
196,P35869
196,A0A024R9Z8
1961,Q05215
1961,B7ZKU3
1962,Q08426
196403,A0A024RB96
196403,Q8N9I9
196441,O60293
196743,Q6QHF9
1968,P41091
1974,Q14240
1975,P23588
1975,E7EX17
1975,B4DRM3
1975,Q7Z5Y0
1977,P06730
1977,D6RBW1
1977,X5D7E3
1977,Q32Q75
1983,A0A024R6Q1
1983,P55010
199,I3WTX1
199,P55008
199,Q4V347
1991,P08246
1992,P30740
1992,V9HWH1
1993,A0A0A0MRX1
1993,Q12926
1994,Q15717
1996,A0A0R4J2E6
1996,A0A494C0F8
1996,A0A494C0M6
1996,A0A494C147
1996,B1APY9
1996,P26378
199870,Q8TAV0
20,Q9BZC7
2001,A0A087X1W9
2001,A8K443
2001,Q9UKW6
2002,P19419
2002,A0A024R1A7
2002,Q86SR6
200315,P31941
200315,A0A0K0MJ49
200315,B7ZLZ1
200316,Q8IUX4
2005,A0A024R985
2005,A0A024R997
2005,P28324
2005,Q8IXL1
2006,B3KRT8
2006,E7EN65
2006,E7ENM0
2006,G3V0G6
2006,G5E950
2006,P15502
2006,B4E3S4
2006,Q6ZUN2
2006,Q8NBI4
2006,Q59H17
201134,F5GYE8
201134,Q8N8E3
2012,A0A024RAT0
2012,P54849
201254,A8MT69
201254,J3QRS1
2015,Q14246
2015,A8K2Y6
2015,A8K653
201501,A1YPR0
201501,B2RG49
2018,Q04743
2019,Q05925
2020,P19622
2021,Q14249
2021,E5KNL5
2026,P09104
2026,Q6FHV6
2027,P13929
2028,Q07075
203,P00568
203,Q5T9B7
203,Q6FGX9
203197,Q5VZI3
2033,Q09472
2033,Q7Z6C1
2034,Q99814
2034,B3KW07
2035,A0A2R8Y7Y3
2035,P11171
2035,Q1WWM3
2035,Q29RX4
2035,Q59F12
203611,Q9Y6F7
2038,P16452
2039,Q08495
2041,P21709
2042,P29320
2042,A0A140VJJ0
2042,C9JXA2
2042,Q6P4R6
2047,P54762
204851,Q86Z02
204851,A0A024R0H9
204851,B4DZ33
2051,O15197
2051,F8WCM8
2051,J3KQU5
2053,P34913
2054,P32856
205564,Q96HI0
205564,B2R9F5
2057,P19235
206358,Q7Z2H8
2069,O14944
2070,A0A0S2Z3Q2
2070,A0A0S2Z3V9
2070,F2Z2Y1
2070,O95677
2070,B4DIV6
2070,B4DRQ6
2070,Q96CJ7
2072,A0A1W1GSK9
2072,Q92889
2072,A0A804HKF9
2072,B4DXD8
2074,P0DP91
2074,Q03468
2074,A8K4Q3
2074,Q59FF6
1948,P52799
1969,P29317
1969,A0A024QZA8
197,P02765
1978,Q13541
1979,A0A024QZM3
1979,Q13542
1981,Q04637
1981,B4DSI9
1981,O95065
1981,B2RU06
1981,B2RU10
1981,Q96I65
1984,P63241
199731,Q8NFZ8
2004,A0A024RBE2
2004,P41970
2011,Q7KZI7
2011,A0A140VJP1
2011,E7ETY4
2011,A8K2S4
2013,P54851
2013,Q7Z4B3
2016,Q04741
2029,O43768
204,P54819
204,A0A140VK93
204,F8VY04
204,F8W1A4
204,G3V213
2048,P29323
2048,Q6NVW1
2048,B4DSE0
2048,Q4LE53
205,P27144
205,F8VS11
2052,P07099
2052,R4SBI6
2056,P01588
2056,G9JKG7
2058,P07814
2063,P10588
2063,F1D8R3
2064,P04626
2064,F5H1T4
2064,J3QLU9
2064,X5DNK3
2067,A0A024R0Q6
2067,P07992
2078,P11308
2078,A0A0C4DG41
2078,B5MDW0
2078,B4DN83
2078,B4DVX5
2081,O75460
2099,P03372
2099,G4XH65
2099,H0Y4W6
2099,A0A125SXW3
2099,A8KAF4
2099,Q9UBT1
210,P13716
210,A0A140VJL9
210,A0A024R877
210,B7Z3I9
210,Q6ZMU0
2100,Q92731
2100,A0A348FV93
2100,F1D8N3
2100,Q7LCB3
2100,Q0PTK2
2104,P62508
2104,F1D8R5
2104,F1D8R6
2104,C0SQ93
2104,B7Z5E9
2113,P14921
2113,A8K725
2113,B4DW78
2115,P50549
2115,B5MCT2
2115,B7Z2C9
212,P22557
2120,P41212
2120,A0A0S2Z3C9
2124,P34910
2124,Q9BRW1
2125,K7EKI0
2125,Q92817
2125,B7ZLH8
2130,Q01844
2131,Q16394
2134,Q92935
2137,A0A384NPY9
2137,O43909
2138,A0A024R813
2138,A0A2R8Y6K4
2138,A6NCB9
2138,F8WB53
2138,Q99502
2138,B3KXR1
2138,Q0P517
2139,O00167
2139,E7ETN2
2146,Q15910
2146,A0A090N8E9
2146,S4S3R8
2149,P25116
2149,A0A024RAP7
2151,O00254
2153,P12259
2159,P00742
2159,Q5JVE7
2159,Q5JVE8
2162,P00488
2170,P05413
2170,A0A384MDY5
2172,P51161
2173,O15540
2173,A0A077H155
2173,Q59HE4
2175,O15360
218,P30838
218,I3L3I9
218,Q6PKA6
2181,A0A024R487
2181,O95573
2182,O60488
2182,Q8TAF6
2184,A0A384P5L6
2184,P16930
2185,Q14289
2189,O15287
2189,Q53XM5
219,P30837
219,A0A384MTJ7
2191,Q12884
2191,B4DLR2
2192,P23142
2192,Q8NBH6
219333,O75317
2194,P49327
219595,Q9HBA9
2196,Q9NYQ8
2196,Q6PIA2
219699,Q8IZJ1
220,P47895
220,A0A024RC95
220,H0Y2X5
220,Q7Z3A2
2201,P35556
220134,A0A024R294
220134,Q96BD8
2204,A0A024R4N4
2204,A0A024R4R4
2204,P24071
2205,P12319
2207,P30273
2208,P06734
2208,K3W4U1
2209,P12314
220988,A0A384NL63
220988,B4DDB6
220988,P51991
220988,A0A7I2V2R3
221,A0A024R5D8
221,A0A024R5K0
221,A0A087X2D4
221,P43353
2212,P12318
2213,P31994
2214,H0Y755
2214,P08637
2215,O75015
2215,A0A087WU90
2215,A0A087WZR4
2215,A0A3B3ISU3
221830,Q3B726
2219,O00602
221981,Q9UPZ6
2222,P37268
2222,A0A1W2PQ47
2222,Q6IAX1
2222,B4DND3
2222,B4DWP0
2222,B7Z9R8
222487,Q86Y34
222487,F8W8F7
222487,B4DVW2
222642,Q5TGU0
2230,P10109
2232,A0A0A0MSZ4
2232,A0A0A0MT64
2232,A0A0A0MTN9
2232,A0A0A0MTR6
2232,A0A0C4DFN8
2232,A0A0C4DGN7
2232,P22570
2235,P22830
2235,A0A499FJN5
2235,Q7KZA3
2237,P39748
2237,Q6FHX6
2241,P16591
2241,W0S0X4
2241,Q6PEJ9
2241,W0S1B5
2242,P07332
2242,A0A024RC92
2246,P05230
2246,A0A7U3JVZ2
2246,A8K147
2246,Q16089
2247,P09038
2248,P11487
2248,A0A7U3JVY0
225,Q9UBJ2
2250,P12034
2250,A0A7U3L5M4
2250,Q8NBG6
2252,P21781
2252,A0A7U3JVY2
2253,A0A087X1S5
2253,P55075
2253,A1A515
2254,P31371
2254,A0A7U3L6D0
2257,P61328
2257,A0A7U3JVY3
208,P31751
208,B4DG79
2109,P38117
211,P13196
211,Q5JAM2
211,B4DVA0
2110,Q16134
2110,B4DEQ0
2116,K7ERX2
2116,O00321
2116,Q3KNT2
2119,P41161
2121,E9PCN4
2121,P57679
2121,Q5U3C2
213,P02768
2147,P00734
2150,P55085
2155,P08709
2155,F5H8B0
2155,B4DPM2
2158,P00740
2160,P03951
2161,P00748
2161,Q8IZZ5
2165,P05160
2168,P07148
2168,Q6FGL7
2168,Q05CP7
217,P05091
217,A0A384NPN7
2176,A0A024R9N2
2176,A0A087WW44
2176,B4E3W2
2176,Q00597
2203,P09467
2203,Q2TU34
221395,Q8IZF2
221443,Q9Y530
221443,A0A024RCY9
221443,C9J5P1
221443,C9JA90
221443,C9JXC3
221443,Q05CR9
221823,P21108
2220,Q15485
223117,O95025
2239,O75487
2243,P02671
2244,P02675
2244,V9HVY1
2251,P10767
2251,A0A7U3JW05
2258,A8K1P5
2258,Q92913
2259,Q92915
2259,A0A7U3JVZ8
226,P04075
226,V9HWN7
2262,P78333
2263,P21802
2263,A0A141AXF1
2263,D2CGD1
2263,S4R381
2264,P22455
2264,J3KPQ0
2264,B4DVP5
2268,P09769
2268,P78453
22797,O14948
22798,A4D0S4
22798,C9JMJ0
22798,B4DTV7
22798,O95127
22798,B7ZMJ6
2280,P62942
2280,A0A087WTS4
2280,Q0VDC6
22800,P62070
22806,Q9UKT9
22807,Q9UKS7
22807,A0A024R3Z4
2281,P68106
2281,F8W6G9
22823,B4DZG1
22823,Q9Y483
22823,B4DZ69
22823,Q7Z534
22824,A0A140VKE7
22824,E9PDE8
22824,O95757
22824,B4DXT2
22824,B4DZR0
22826,O75937
22829,A0A024R9E7
22829,B4DHI3
22829,Q8NFZ3
22832,Q5TB80
22836,O94955
22837,A0A0D9SG04
22837,A0A0X1KG75
22837,Q53SF7
22837,B7Z2P5
22838,A0A024R7Q1
22838,Q7L0R7
22844,Q5SYB0
22845,A0A0S2Z597
22845,Q9UPQ8
22850,A0A024R377
22850,Q6IQ32
22853,Q8IWU2
22856,Q86X52
22858,Q9UPZ9
22858,A0A024RD59
22858,A0A7I2PIU1
22858,B3KQG4
22859,O94910
22861,Q9C000
22862,A0A024RDT9
22862,A0A024RDV5
22862,Q9Y2H6
22864,A0A0U1RRA6
22864,B5MCG9
22864,Q9Y2K5
22865,O94933
22870,Q9UPN7
22871,Q8N2Q7
22873,Q86YF9
22873,B3KSP1
22874,Q9Y2H5
22875,Q9Y6X5
22880,Q9Y6X9
22881,Q9Y2G4
22881,B7Z3D2
22887,Q9UPW0
2289,Q13451
2289,Q2TA84
22890,Q9Y2K1
22891,Q70YC5
22891,Q70YC4
22895,A0A024RBK6
22895,Q9Y2J0
22897,Q9UPV0
22898,A2RUS2
2290,P55316
22900,Q9Y2G2
22900,A0A024QZD3
22902,Q7L099
22902,B4DG59
22902,B4DKC2
22905,O95208
22907,Q7L2E3
22907,H7BXY3
22914,A0A024RAP8
22914,P26718
22916,B3KSB0
22916,P52298
22924,Q9UPY8
22929,P49903
22932,Q6PJE2
22933,Q8IXJ6
22933,A0A024R0G8
22933,A0A0A0MRF5
22934,P49247
22938,G3V3A4
22938,Q13573
2294,Q12946
22943,O94907
22943,I1W660
22948,P48643
22948,B7ZAR1
22948,E7ENZ3
22948,E9PCA1
22948,V9HW37
22948,B4DDU6
22948,B4DX08
22948,B4DYC8
2295,Q12947
22950,Q9BWU0
22954,A0A024R843
22954,Q13049
2296,Q12948
2296,W6CJ52
2297,Q16676
22974,Q9ULW0
22974,Q643R0
22976,Q6ZW49
22983,Q9Y2H9
22984,A0A3B3IUD7
22984,Q14690
2266,A0A140VJJ6
2266,P02679
2267,Q08830
2271,A0A0S2Z4C3
2271,P07954
2272,P49789
2272,A0A024R366
2273,Q13642
2273,Q5JXI2
2273,B7Z9A1
2275,Q13643
2275,Q96C98
2277,O43915
22802,Q14CN2
22809,A0A024QZG3
22809,Q9Y2D1
22821,Q14644
22822,Q8WV24
22849,Q5QP71
22849,Q8NE35
22849,B3KXC1
22852,E7ESJ3
22852,Q9UPS8
2287,Q00688
22877,Q9HAP2
229,A0A024R145
229,P05062
22904,Q9Y2G9
22918,Q9NPY3
22925,Q13018
22925,B7ZML4
22926,P18850
22926,A0A7P0TAF2
22926,A0A7P0Z421
22926,A8K383
22928,Q99611
22936,O00472
22936,Q7Z656
22936,Q59FW6
22937,Q12770
22937,B7Z6H0
22953,Q9UBL9
22953,Q32MC3
22977,A0A384MDN8
22977,O95154
22986,Q9UPU3
22986,Q86XB2
22987,B3KT41
22987,Q496J9
22990,Q96RV3
22994,I3L2J8
22994,Q9UPN4
22996,A0A0A0MRQ0
22996,A0A0A0MSW9
22996,A0A140VJY6
22996,F6WE04
22996,Q5SRH9
22996,A0A7P0T922
22996,B7Z4W9
22997,Q9UPX0
22997,Q8N7W7
22999,Q86UR5
22999,B7Z7W2
22999,B7Z9Z3
22999,Q3ZCW0
23,A0A1U9X609
23,Q2L6I2
23,Q8NE71
230,P09972
230,A0A024QZ64
23005,O60336
23007,Q4KWH8
23008,Q6PID8
23011,A0A024RBA9
23011,Q9UL25
23012,Q9Y2H1
23014,A0A024RBL8
23014,A0A024RBR2
23014,O94952
23014,Q4G104
23014,Q8IUQ5
23015,A7E2F4
23017,Q9BWQ8
23019,A5YKK6
23025,Q9UPW8
23028,O60341
23029,P42696
2303,Q99958
23031,O60307
23034,G3V2R1
23034,Q9UPU9
23034,Q8WW19
23036,O60281
23038,Q8N5D0
23039,Q9UIA9
2304,O00358
23040,A0A2R8YF72
23040,A0A3B3IRM3
23040,A0A3B3IRX5
23040,A0A3B3IS14
23040,A0A3B3IS61
23040,A0A3B3ISW5
23040,Q9UL68
23041,Q7Z3U7
23041,A0A286YFF8
23041,B7ZM73
23047,Q9NTI5
23049,Q96Q15
2305,A0A0D9SFF0
2305,A0A2P9DTZ1
2305,A0A2P9DTZ8
2305,Q08050
2305,Q53Y49
2305,A8K591
23051,Q9H4I2
23057,Q9BZQ4
23059,J3KNW5
23059,Q96AJ1
2306,O60548
23060,O15014
23063,Q7Z5K2
23063,A8K273
23063,B2RTX8
23064,Q7Z333
23065,Q8N766
23070,Q8N1G2
23071,A0A384MEE7
23071,Q9BS26
23072,Q76N89
23076,Q14684
23078,A3KMH1
23080,A0A024RA36
23080,Q8NBF6
23081,Q9H3R0
23081,B0QZ60
23086,Q8NEV8
23086,B4E1U8
23086,B4E2C3
23086,Q149M6
23086,Q6AI59
23089,A0A087WZG9
23089,Q86TG7
2309,O43524
2309,A0A856PRE8
23092,A0A0S2Z536
23092,Q9UNA1
23093,Q6EMB2
23097,Q9BWU1
23097,B4DUB1
23097,I6W807
23099,O43298
23108,A0A1B0GV05
23108,Q684P5
23109,O94850
23113,Q8IWT3
23119,Q96JB3
2312,P20930
23122,E3W994
23122,E7ERI8
23122,O75122
23125,I3L3W6
23125,O94983
23125,B7ZM30
23127,A0A3B3IT37
23127,Q8IYK4
23127,B4DF84
23127,B3KT92
2313,A0A024R3K4
2313,A0A024R3M5
2313,A0A024R3N6
2313,Q01543
23133,Q9UPP1
23133,O95327
23137,Q8IY18
23138,O15049
23139,Q6P0Q8
23139,A0A669KBJ4
2314,Q13045
23141,Q86XL3
23142,Q92564
23142,B4DH26
23143,Q9Y2L9
23144,Q8IXZ2
23148,O15069
23149,A0A0C3SFZ9
23149,O14526
23149,B7ZAZ3
22989,Q9Y2K3
2299,E0XEN6
2299,Q12951
23023,E9PC87
23023,O94876
23066,O75155
231,P15121
231,A0A024R7A8
23120,A0A2R8YDI5
23120,O94823
2315,A0A384MR46
2315,Q16655
23152,A0A0A0MQR4
23152,Q96RK0
23152,A0A7P0T9K5
23154,Q9UBB6
23155,A0A024R095
23155,A0A024R0G0
23155,Q96S66
23157,B1AMS2
23157,Q14141
23157,Q541S4
23157,Q548C9
23161,A0A024R9Z9
23161,Q9Y5W8
23161,Q86XC4
23162,A0A087WYG2
23162,E9PFH7
23162,Q9UPT6
23162,B7ZMF3
23163,Q9NZ52
23163,A8K6M0
23163,B7Z456
